origin,destination,trade_value_usd
NY,SC,4174072299.5477767
NY,SD,291774300.30928755
NY,TN,6262077634.541288
NY,TX,19147503305.070515
NY,UT,1398034006.6165648
NY,VT,3585381875.1644697
NY,VA,5576700259.366413
NY,RoW,80960415706.10913
NY,WA,3674728701.726673
NY,WV,877664256.1605945
NY,WI,3917154123.637985
NY,WY,165047677.40204525
OH,AL,5007446959.106696
OH,AK,169240639.26171303
OH,AZ,2294906891.9360733
OH,AR,2092062474.7102776
OH,CA,16925491463.240396
OH,CO,2607417557.912819
OH,CT,2684937133.1983347
OH,DE,591571488.4178867
OH,DC,298774542.1633997
OH,FL,10106428087.32193
OH,GA,10185690465.921627
OH,HI,424435582.52952385
OH,ID,331978099.5589218
OH,IL,27161536205.60187
OH,IN,34149859888.923943
OH,IA,3046743545.0436354
OH,KS,4674375101.557651
OH,KY,23108901153.935257
OH,LA,2725593664.82243
OH,ME,1051034755.4656725
OH,MD,6103648520.619303
OH,MA,3867083834.1911736
OH,MI,41374696380.06886
OH,MN,4862406264.476501
OH,MS,2734606782.584076
OH,MO,6979649767.629365
OH,MT,1537493694.330472
OH,NE,1864130801.867239
OH,NV,826286376.8396149
OH,NH,1058724642.7930632
OH,NJ,9357224343.902786
OH,NM,682348537.9654045
OH,NY,13418165230.715054
OH,NC,8966673201.585754
OH,ND,1205363884.8486326
OH,OK,4800459136.724827
OH,OR,1372848297.2429876
OH,PA,30476503814.133045
OH,RI,405094086.15528584
OH,SC,4276949815.2749596
OH,SD,395481762.2051902
OH,TN,11100709836.739023
OH,TX,22556792258.935913
OH,UT,1589987451.1153226
OH,VT,267851042.96841812
OH,VA,9990796040.514727
OH,RoW,50944989749.385345
OH,WA,3412985195.485755
OH,WV,7186463937.279906
OH,WI,8804020154.762484
OH,WY,176926281.9193821
OK,AL,827325530.0270195
OK,AK,14475212.665203094
OK,AZ,1017094018.6391175
OK,AR,3334542859.394374
OK,CA,5168703710.613575
OK,CO,1650590430.6741037
OK,CT,168526675.46307564
OK,DE,89060755.7867322
OK,DC,3912326.0487480164
OK,FL,1668930653.9357748
OK,GA,1368542318.5830138
OK,HI,33130532.50474167
OK,ID,219624465.6390705
OK,IL,2368219595.4399858
OK,IN,872053436.4302654
OK,IA,859604298.6113801
OK,KS,4134778450.3694277
OK,KY,529294532.3808632
OK,LA,2336158495.9206944
OK,ME,316377838.8315487
OK,MD,493849766.51866436
OK,MA,238425509.21917534
OK,MI,1508826609.859772
OK,MN,702527568.0143175
OK,MS,525928906.6159649
OK,MO,2327082795.817128
OK,MT,452773436.90450335
OK,NE,648885343.5471001
OK,NV,295306138.55742645
OK,NH,64915640.14578819
OK,NJ,767919777.7552919
OK,NM,719582611.3001528
OK,NY,1160233167.6940901
OK,NC,1112112233.5825567
OK,ND,393716911.49158
OK,OH,1541864278.8500307
OK,OR,404008941.6700306
OK,PA,1629190317.1354291
OK,RI,7941911.9643268585
OK,SC,695323523.6044312
OK,SD,87093751.71451569
OK,TN,1580403542.2814095
OK,TX,25468737153.62122
OK,UT,329708362.14705753
OK,VT,143558165.4241104
OK,VA,561407022.4065142
OK,RoW,5498608078.530248
OK,WA,1771470847.5659046
OK,WV,210528888.47737885
OK,WI,889578809.0618548
OK,WY,349048949.0633869
OR,AL,748628155.2380929
OR,AK,465358883.33772945
OR,AZ,2416982208.583021
OR,AR,75706603.42825985
OR,CA,16174057550.627296
OR,CO,1068995697.886179
OR,CT,503552785.19067097
OR,DE,27586007.12023449
OR,DC,21774049.92641449
OR,FL,1403760462.1300738
OR,GA,934575224.8298368
OR,HI,297992214.2107449
OR,ID,3386891274.0513678
OR,IL,2251702733.6381335
OR,IN,868193146.1811962
OR,IA,595884355.772999
OR,KS,325611122.1622858
OR,KY,655115837.2932701
OR,LA,358973974.5889044
OR,ME,139572156.8805027
OR,MD,535041464.48384666
OR,MA,713269725.8684082
OR,MI,1007000625.0737199
OR,MN,865361017.948566
OR,MS,229857184.0133295
OR,MO,775719987.3333526
OR,MT,1400872302.2020433
OR,NE,187180893.52488407
OR,NV,1019770564.04091
OR,NH,59229024.21163559
OR,NJ,821528335.8681812
OR,NM,235320214.14160728
OR,NY,1574148870.7188735
OR,NC,1082889680.4895892
OR,ND,268216170.2735122
OR,OH,1454312531.6457005
OR,OK,343716460.40528965
OR,PA,1156153018.327125
OR,RI,14159406.815579414
OR,SC,552163670.6085081
OR,SD,135342547.65779904
OR,TN,5351670765.963755
OR,TX,3073951801.369931
OR,UT,1460583641.1608906
OR,VT,83802970.7743721
OR,VA,698265074.8759308
OR,RoW,22481494502.63665
OR,WA,29528176037.56655
OR,WV,98469878.10006142
OR,WI,711503973.5543311
OR,WY,196405956.3091054
PA,AL,2773948945.228465
PA,AK,818819370.45681
PA,AZ,2988071491.6277657
PA,AR,1576977272.8602684
PA,CA,15770752079.239002
PA,CO,4102471419.0411863
PA,CT,7680324044.268772
PA,DE,4494823650.513188
PA,DC,1302270526.1725998
PA,FL,12854285985.769186
PA,GA,9105451693.588501
PA,HI,295603118.15608215
PA,ID,699022702.1143868
PA,IL,12309071842.76161
PA,IN,10188460637.76562
PA,IA,2488271963.075226
PA,KS,1920934498.710247
PA,KY,6971075295.488716
PA,LA,1639351098.788358
PA,ME,4465197746.902702
PA,MD,22765779463.828663
PA,MA,12127258928.86194
PA,MI,8676017130.966286
PA,MN,2468746260.9047847
PA,MS,5607611932.180616
PA,MO,5265185534.416167
PA,MT,834197641.5935507
PA,NE,1142588390.2856178
PA,NV,1153311348.229516
PA,NH,2552033378.9026294
PA,NJ,58415974416.93119
PA,NM,394525832.8691349
PA,NY,65170616370.35113
PA,NC,13094468546.77259
PA,ND,514015600.5398445
PA,OH,34630796515.98372
PA,OK,2228791915.725634
PA,OR,1601151786.4814625
PA,RI,1121962961.7175202
PA,SC,7628423773.183902
PA,SD,465952455.3188529
PA,TN,5324617261.540135
PA,TX,16481256276.490257
PA,UT,2597615746.9376945
PA,VT,1254033307.0051203
PA,VA,17057149077.20958
PA,RoW,40929832433.29468
PA,WA,3358904882.393087
PA,WV,11525235387.861052
PA,WI,4231808520.112489
PA,WY,374384032.8597717
RI,AL,383590572.0300379
RI,AK,53946300.42206383
RI,AZ,339694198.4513531
RI,AR,164495508.0549698
RI,CA,1084136319.5337315
RI,CO,177516407.44637108
RI,CT,4600785722.388283
RI,DE,26225655.54853058
RI,DC,17390788.75692749
RI,FL,1141835530.4020395
RI,GA,484356988.25847244
RI,HI,25020839.79984188
RI,ID,29852555.146427155
RI,IL,666756840.9711118
RI,IN,282232659.7499304
RI,IA,123035669.80154228
RI,KS,109238592.63326645
RI,KY,263408018.42619705
RI,LA,146671262.53044128
RI,ME,541599975.4105091
RI,MD,256879695.17222023
RI,MA,12588636874.277369
RI,MI,491360629.35098267
RI,MN,178355536.6787567
RI,MS,42411542.46826553
RI,MO,220594836.1131878
RI,MT,28803023.93369484
RI,NE,78115298.40109634
RI,NV,47841778.56198311
RI,NH,1250669642.7558813
RI,NJ,1609785239.984519
RI,NM,189018333.44906998
RI,NY,2463418157.935038
RI,NC,375566752.63734674
RI,ND,21246212.8664093
RI,OH,933521029.8963976
RI,OK,78953065.00476074
RI,OR,247640277.80281448
RI,PA,966880945.3404217
RI,SC,324114870.10497
RI,SD,62569347.70839691
RI,TN,287190631.9609928
RI,TX,1557951174.2910404
RI,UT,191852062.64787102
RI,VT,508203015.6507416
RI,VA,546516451.1300716
RI,RoW,2504646042.499013
RI,WA,179503138.57478285
RI,WV,22003200.895626068
RI,WI,320414391.4980602
RI,WY,16282396.868473053
RoW,AL,22044554682.588676
RoW,AK,1697894134.3097248
RoW,AZ,18884778574.082153
RoW,AR,9225232787.105896
RoW,CA,434368502098.8573
RoW,CO,10857368561.528542
RoW,CT,16671901470.38424
RoW,DE,7551006080.988074
RoW,DC,468637169.07030904
RoW,FL,72288006100.79419
RoW,GA,90417542488.44815
RoW,HI,7310512730.426067
RoW,ID,5501678178.401897
RoW,IL,129099157338.39243
RoW,IN,59118909228.6131
RoW,IA,8993254973.9065
RoW,KS,11604256483.291626
RoW,KY,48029143286.71881
RoW,LA,37182856589.62978
RoW,ME,2857274727.4854045
RoW,MD,32231852032.006413
RoW,MA,33329385765.6171
RoW,MI,138051416047.70734
RoW,MN,29856139400.809303
RoW,MS,17361602872.03576
RoW,MO,17944715195.725845
RoW,MT,4447927162.990788
RoW,NE,3687151223.7315764
RoW,NV,12121724202.049839
RoW,NH,11246153516.466087
RoW,NJ,111818232174.02042
RoW,NM,2218870198.4714136
RoW,NY,118471047258.00621
RoW,NC,46701356996.535095
RoW,ND,2684132084.7544117
RoW,OH,68128143406.33951
RoW,OK,11995692555.232206
RoW,OR,17171405780.880188
RoW,PA,82158022258.61453
RoW,RI,9378772962.521587
RoW,SC,37284300316.88176
RoW,SD,1073835045.9956565
RoW,TN,77438629628.8343
RoW,TX,262177900366.9808
RoW,UT,13725274730.153118
RoW,VT,2890283094.1372085
RoW,VA,28687736718.842262
RoW,WA,48609696642.2549
RoW,WV,3302034837.1739964
RoW,WI,27932727519.478355
RoW,WY,1706871151.8666244
SC,AL,4390704617.7756
SC,AK,14726694.754625559
SC,AZ,1134985030.978642
SC,AR,1338185859.9340377
SC,CA,5690640276.369315
SC,CO,568414952.4500217
SC,CT,988708309.048507
SC,DE,381510837.28143835
SC,DC,207829292.76023817
SC,FL,9195898521.288021
SC,GA,25969847496.38066
SC,HI,17626043.729782104
SC,ID,103624128.10868049
SC,IL,4279160680.2877884
SC,IN,2979383058.2370734
SC,IA,800995551.4476423
SC,KS,445663913.7258377
SC,KY,3697051261.1019487
SC,LA,1026148467.6945567
SC,ME,464520052.3103752
SC,MD,2337130044.4347734
SC,MA,1755925541.7854404
SC,MI,3410070991.666318
SC,MN,1490110496.2454438
SC,MS,1178001635.5781503
SC,MO,1992659035.6561198
SC,MT,165665139.44656754
SC,NE,289595275.38273525
SC,NV,494713138.9447751
SC,NH,258622293.88538504
SC,NJ,2286532281.2558203
SC,NM,254496017.8980863
SC,NY,4059365883.7831473
SC,NC,19482721114.76498
SC,ND,476153445.8934431
SC,OH,4301098728.2087
SC,OK,749599304.3462286
SC,OR,464721461.25772095
SC,PA,4437506146.451442
SC,RI,158462180.64704037
SC,SD,98613799.5762024
SC,TN,7261925192.730474
SC,TX,11741388878.087597
SC,UT,612213529.0565033
SC,VT,227911815.9150877
SC,VA,4187544229.6405897
SC,RoW,32963985011.842155
SC,WA,922279604.5213861
SC,WV,949221391.2517929
SC,WI,1663533355.510437
SC,WY,60499164.02353859
SD,AL,245806613.98058033
SD,AK,5506003.166942596
SD,AZ,193491501.30444193
SD,AR,176702680.1659565
SD,CA,1049426558.4637055
SD,CO,389969654.9288621
SD,CT,40185628.50217819
SD,DE,20409458.563799858
SD,DC,3896342.9862594604
SD,FL,203879182.37423515
SD,GA,350168784.5888581
SD,HI,2706164.0623435974
SD,ID,93311297.21493912
SD,IL,1109539825.4596362
SD,IN,198457093.81890774
SD,IA,2927116015.5094805
SD,KS,399513221.240428
SD,KY,187404333.96891165
SD,LA,51792398.71931648
SD,ME,27684156.459039688
SD,MD,70953863.58586407
SD,MA,133529581.2634201
SD,MI,400607354.5030241
SD,MN,3005350075.110743
SD,MS,101218845.35397339
SD,MO,277849656.50506544
SD,MT,520586123.30478
SD,NE,1131392589.1214027
SD,NV,73191758.7407093
SD,NH,30427878.974485397
SD,NJ,233449567.06741524
SD,NM,40209726.80898476
SD,NY,196380465.78560352
SD,NC,352689945.8540287
SD,ND,1586074075.574235
SD,OH,324194514.690917
SD,OK,101163416.42995596
SD,OR,231537682.23784828
SD,PA,431971770.2126827
SD,RI,10503274.489128113
SD,SC,51499336.5751071
SD,TN,452643739.05246735
SD,TX,1595230408.513113
SD,UT,114721588.3537612
SD,VT,9426646.921761513
SD,VA,297723503.2814121
SD,RoW,1463369190.0730991
SD,WA,1911096301.9073553
SD,WV,13913121.835102081
SD,WI,932463134.6514812
SD,WY,451073193.14455605
TN,AL,12760973255.94319
TN,AK,115881208.05435562
TN,AZ,1866609201.4085538
TN,AR,10686781885.393724
TN,CA,16051006428.560326
TN,CO,1995498370.0860085
TN,CT,2165972511.1929636
TN,DE,1091515911.365841
TN,DC,95055173.59986115
TN,FL,15460500739.38266
TN,GA,33459706174.45404
TN,HI,257321923.41148472
TN,ID,629595280.87044
TN,IL,10321881313.851969
TN,IN,8702269761.855541
TN,IA,2428236274.8450046
TN,KS,2608216220.4054875
TN,KY,17559867051.978317
TN,LA,7033882468.592754
TN,ME,479373744.1512239
TN,MD,2683927189.718422
TN,MA,2255628430.297617
TN,MI,11288727282.878304
TN,MN,3570983802.270135
TN,MS,15689264248.612259
TN,MO,6951942688.842129
TN,MT,1224831448.2406635
TN,NE,1079231466.307644
TN,NV,1458175126.4457526
TN,NH,386819123.1665802
TN,NJ,6788878346.287434
TN,NM,634655451.7289238
TN,NY,8415216710.425221
TN,NC,10652193270.896177
TN,ND,721175312.7733183
TN,OH,11029286238.399319
TN,OK,2305757580.1548953
TN,OR,1462653300.2526774
TN,PA,8818621869.457678
TN,RI,463316453.7775364
TN,SC,9520138172.34221
TN,SD,364811717.2529192
TN,TX,23154359687.93979
TN,UT,903407646.2559371
TN,VT,174994956.61123276
TN,VA,7993935326.800826
TN,RoW,34222915485.41544
TN,WA,1434521127.0690632
TN,WV,1694547454.3846426
TN,WI,4441527655.180818
TN,WY,170259531.5667343
TX,AL,7229586489.539952
TX,AK,651818906.5381551
TX,AZ,11739850962.09387
TX,AR,11174482215.150225
TX,CA,46157260240.44171
TX,CO,12283895078.264193
TX,CT,4310749751.545465
TX,DE,548942416.6483788
TX,DC,180119407.11693382
TX,FL,23038975614.90082
TX,GA,17270818218.99797
TX,HI,583191284.0019112
TX,ID,1137031204.8567538
TX,IL,19258613432.44593
TX,IN,9548162373.815237
TX,IA,3967378728.0940237
TX,KS,9296874326.954962
TX,KY,7853528482.957559
TX,LA,38607050888.258446
TX,ME,614836291.2423267
TX,MD,3403438860.412695
TX,MA,5864515441.622629
TX,MI,15603272271.022005
TX,MN,5019356618.8053055
TX,MS,9036759283.804508
TX,MO,11579718905.740456
TX,MT,2688750625.3210154
TX,NE,3778615334.0095134
TX,NV,5051961065.511868
TX,NH,512173160.36576843
TX,NJ,8068222674.964571
TX,NM,12221161875.08131
TX,NY,9417620677.704462
TX,NC,8343995380.381875
TX,ND,4367509860.276029
TX,OH,17712549918.86902
TX,OK,37785180834.39425
TX,OR,3105138910.431258
TX,PA,11628965173.545982
TX,RI,374616079.32586575
TX,SC,8712980462.553984
TX,SD,638613281.9735084
TX,TN,15743122360.854158
TX,UT,11041660676.141792
TX,VT,323517169.95571613
TX,VA,5511338927.664708
TX,RoW,273150950571.8595
TX,WA,6702353722.855535
TX,WV,1992294876.1449933
TX,WI,5452178295.1694145
TX,WY,1668826298.495618
UT,AL,652802000.0468905
UT,AK,98624420.55124283
UT,AZ,2846614902.5045605
UT,AR,274238858.7512908
UT,CA,14487823179.13035
UT,CO,4449705034.580933
UT,CT,269938354.3545828
UT,DE,110447829.88245583
UT,DC,20297387.21317482
UT,FL,1922525701.4889224
UT,GA,1858413058.3874779
UT,HI,81558208.41236973
UT,ID,6043362626.817387
UT,IL,2813126450.9734936
UT,IN,2073125365.3690925
UT,IA,907669103.3518149
UT,KS,467262073.0277495
UT,KY,1023817364.7380352
UT,LA,211865260.4983654
UT,ME,53726333.048648834
UT,MD,481444572.25889397
UT,MA,592535604.2659812
UT,MI,1753714003.4572632
UT,MN,1171155496.635706
UT,MS,223477890.60812664
UT,MO,1258072895.6401386
UT,MT,3469071955.322379
UT,NE,611764268.7353401
UT,NV,3396772672.9739256
UT,NH,102520257.82647324
UT,NJ,643974050.316299
UT,NM,330278196.3823798
UT,NY,1707257316.551484
UT,NC,1419765675.7184215
UT,ND,252902409.83210564
UT,OH,1386378076.639854
UT,OK,449443646.76813436
UT,OR,1712872874.7126505
UT,PA,1811315043.462359
UT,RI,59030856.009241104
UT,SC,632410013.7644866
UT,SD,144529418.26986074
UT,TN,3377330872.439938
UT,TX,6828021974.939577
UT,VT,106692002.39608955
UT,VA,784866469.4853382
UT,RoW,12125509111.832806
UT,WA,2892015876.9901657
UT,WV,73759708.76968431
UT,WI,951950822.6183121
UT,WY,1497534113.1868138
VA,AL,1862817543.359015
VA,AK,36523514.332344055
VA,AZ,660069285.1429601
VA,AR,726558477.3580179
VA,CA,5451982708.9560375
VA,CO,790353074.9499187
VA,CT,1377673442.9083319
VA,DE,1815890706.4964633
VA,DC,6619397214.852001
VA,FL,5140496572.22958
VA,GA,5368312921.5428095
VA,HI,110748548.34972
VA,ID,146411249.75821304
VA,IL,4577083292.857792
VA,IN,2676434282.857874
VA,IA,769150165.0967646
VA,KS,850779132.9317498
VA,KY,2452563021.0475006
VA,LA,823220156.2252698
VA,ME,641421016.3468094
VA,MD,16869091637.804218
VA,MA,3160972795.4479475
VA,MI,2975613165.404868
VA,MN,889137287.2755451
VA,MS,687716155.8463297
VA,MO,1350821841.2927394
VA,MT,284183739.86077976
VA,NE,348346175.405715
VA,NV,570473607.3245745
VA,NH,416798019.9293165
VA,NJ,4751525157.0848465
VA,NM,255236929.0911064
VA,NY,8936956617.388756
VA,NC,16862106279.164448
VA,ND,260696557.50634384
VA,OH,7424204071.351965
VA,OK,454497700.0070672
VA,OR,453479506.9789076
VA,PA,12331889065.524323
VA,RI,474428579.689188
VA,SC,4079823341.456535
VA,SD,158432992.2396717
VA,TN,4032836575.7124443
VA,TX,6598310266.318964
VA,UT,791431659.6335468
VA,VT,107039787.90730572
VA,RoW,17895426220.33628
VA,WA,1060047756.5421891
VA,WV,3622133892.375513
VA,WI,1571922964.3242826
VA,WY,62211482.85634136
VT,AL,148568225.28048325
VT,AK,2843575.4274787903
VT,AZ,92651103.64221764
VT,AR,41225429.15334129
VT,CA,679347726.5985956
VT,CO,118272490.36414337
VT,CT,406945659.9868808
VT,DE,9979453.268054962
VT,DC,7451293.721057892
VT,FL,421730694.1665964
VT,GA,675344731.4994726
VT,HI,3312056.4481258392
VT,ID,41096526.667933464
VT,IL,698418189.9550095
VT,IN,142889933.33944988
VT,IA,164029652.70809174
VT,KS,100583523.30873775
VT,KY,51168434.23928833
VT,LA,43158964.77326012
VT,ME,582898346.6894171
VT,MD,862635122.3867102
VT,MA,1334608207.569623
VT,MI,372663626.0858917
VT,MN,134318960.49426174
VT,MS,28127299.190977097
VT,MO,168068878.12351608
VT,MT,24593476.99661064
VT,NE,40631481.63579559
VT,NV,282545861.62204266
VT,NH,1006446926.5104239
VT,NJ,1469451876.4498396
VT,NM,35008207.97754288
VT,NY,3346830368.975711
VT,NC,316926314.787076
VT,ND,18771016.989761353
VT,OH,627509699.6968188
VT,OK,39509582.4669981
VT,OR,91517193.75771904
VT,PA,1094006293.6703286
VT,RI,64269216.52260876
VT,SC,210531547.96163368
VT,SD,18404673.55546379
VT,TN,730154918.0217876
VT,TX,745558272.4474535
VT,UT,66609304.9299345
VT,VA,274141993.98659706
VT,RoW,2818760281.36047
VT,WA,260036178.2609253
VT,WV,47790326.9587307
VT,WI,260319257.6768856
VT,WY,5360060.298755646
WA,AL,635767643.143281
WA,AK,8768275661.30776
WA,AZ,2209615477.185577
WA,AR,251270790.99398613
WA,CA,22218518261.36612
WA,CO,2937478843.801301
WA,CT,2577480991.939554
WA,DE,96430269.3952446
WA,DC,463268694.74082947
WA,FL,5969043376.195549
WA,GA,1773198028.96701
WA,HI,572820992.7469225
WA,ID,6661928370.593374
WA,IL,7037514974.380623
WA,IN,1488760617.2037106
WA,IA,871618407.3408635
WA,KS,1551288148.763349
WA,KY,3710904990.44633
WA,LA,380987291.41433716
WA,ME,234130213.0890236
WA,MD,1979781373.225371
WA,MA,1299728862.4402552
WA,MI,2698904027.013974
WA,MN,2185841227.037469
WA,MS,280750181.7334883
WA,MO,729270770.8707194
WA,MT,6577494925.3071165
WA,NE,350267253.8252444
WA,NV,1647731387.6006327
WA,NH,163517197.17156124
WA,NJ,4048849816.1872997
WA,NM,391458092.9644413
WA,NY,3824429521.876785
WA,NC,1486220923.2552829
WA,ND,487331374.8898549
WA,OH,2292384965.7157526
WA,OK,818365200.3131304
WA,OR,28188967870.991917
WA,PA,2657360568.48638
WA,RI,142585750.31596947
WA,SC,1251332778.4706225
WA,SD,175298061.2014103
WA,TN,7141997531.356786
WA,TX,14852057266.261116
WA,UT,2268539564.0182486
WA,VT,174139312.80022812
WA,VA,1615390899.0063162
WA,RoW,87532585970.71764
WA,WV,307331586.83992004
WA,WI,1026349040.1721988
WA,WY,509114798.29030323
WI,AL,2035634587.758397
WI,AK,75622359.91227531
WI,AZ,1770921703.2666569
WI,AR,1492550630.4830284
WI,CA,11460462508.500656
WI,CO,1905343078.3503158
WI,CT,1488302446.8791957
WI,DE,249914797.94495583
WI,DC,80498543.69505024
WI,FL,6337933302.512532
WI,GA,5183997195.415749
WI,HI,108594086.64497375
WI,ID,893983073.0272956
WI,IL,37013843700.183464
WI,IN,8958275735.896473
WI,IA,6919360275.722124
WI,KS,1889296819.4106736
WI,KY,2702629549.6835365
WI,LA,1045970521.9980686
WI,ME,334243311.09554195
WI,MD,6094822454.399405
WI,MA,2805115090.025014
WI,MI,12280141952.451777
WI,MN,17780592066.20467
WI,MS,862066512.0641451
WI,MO,5238694285.015237
WI,MT,920671660.541872
WI,NE,1869760939.3588395
WI,NV,911049456.6308556
WI,NH,448911221.8685918
WI,NJ,4926481059.337268
WI,NM,296625820.95514846
WI,NY,6793894963.769723
WI,NC,3248627487.487544
WI,ND,2117356115.9350283
WI,OH,7841679105.903867
WI,OK,1289836117.8232489
WI,OR,1526054807.6451669
WI,PA,8923738203.724648
WI,RI,291439552.12755585
WI,SC,1938577021.034597
WI,SD,1757709463.6580582
WI,TN,4414307885.841358
WI,TX,12818280294.841352
WI,UT,1306578644.8854134
WI,VT,188647739.12404633
WI,VA,2986736538.626759
WI,RoW,23680264728.36773
WI,WA,3400457062.6177926
WI,WV,483769973.08366966
WI,WY,154758055.02858353
WV,AL,173984447.63937378
WV,AK,8173392.983646393
WV,AZ,132416710.94724274
WV,AR,102604193.04395199
WV,CA,775892238.0328574
WV,CO,88096813.38122463
WV,CT,107044798.84348774
WV,DE,84397144.63588238
WV,DC,30760581.163557053
WV,FL,307082423.7178364
WV,GA,734763896.2789488
WV,HI,335422.89070272446
WV,ID,13302744.73252678
WV,IL,823558287.01574
WV,IN,1595187231.378705
WV,IA,38167329.68209696
WV,KS,113448316.41046
WV,KY,1574668218.1514077
WV,LA,223613268.86915445
WV,ME,136076570.0979185
WV,MD,2305711780.1448417
WV,MA,282260922.8143978
WV,MI,2768875582.7781367
WV,MN,181329304.56505108
WV,MS,535923340.82960796
WV,MO,270491894.5351343
WV,MT,33405057.244324684
WV,NE,75197501.34878731
WV,NV,31893751.085892677
WV,NH,60280308.419073105
WV,NJ,600690260.3883848
WV,NM,8145030.420692444
WV,NY,1015686868.9413071
WV,NC,3871985957.7253857
WV,ND,9178829.177650452
WV,OH,6673362007.459799
WV,OK,135040446.90690517
WV,OR,58090732.76727438
WV,PA,4996617338.693039
WV,RI,18929955.481061935
WV,SC,320216716.6433896
WV,SD,7840155.554992676
WV,TN,746690254.83707
WV,TX,1657703148.9212031
WV,UT,49269393.89723015
WV,VT,61333921.374506
WV,VA,3715873551.6423163
WV,RoW,7230092936.913743
WV,WA,165472956.1829133
WV,WI,417122474.0724678
WV,WY,14883852.32266426
WY,AL,90122165.49601555
WY,AK,2532764.693716049
WY,AZ,124911223.63998032
WY,AR,184661142.7171564
WY,CA,460947232.22334623
WY,CO,2736563511.453652
WY,CT,7488448.832428932
WY,DE,1161359.6953430176
WY,FL,43640006.02542257
WY,GA,86487414.24190235
WY,HI,684777.5892944336
WY,ID,165251270.0007944
WY,IL,399937184.418807
WY,IN,239954494.87786388
WY,IA,229556355.1452303
WY,KS,267317689.59154797
WY,KY,113829341.33540535
WY,LA,149203754.56858635
WY,ME,3802343.1507110596
WY,MD,8964181.907129765
WY,MA,13368821.95917511
WY,MI,269868126.1257405
WY,MN,219270650.3370571
WY,MS,6140651.402801514
WY,MO,636757262.1738634
WY,MT,564563688.8672061
WY,NE,284540936.5410013
WY,NV,105168949.16838455
WY,NH,5768091.500822067
WY,NJ,40950366.81671429
WY,NM,110505513.35090446
WY,NY,72652639.55930519
WY,NC,100901730.6761465
WY,ND,221296280.97241354
WY,OH,169190788.0637045
WY,OK,176941141.54856682
WY,OR,307190927.41992044
WY,PA,192923799.26993752
WY,RI,599563.9835968018
WY,SC,8455183.919765472
WY,SD,150690296.31477547
WY,TN,70974882.53658009
WY,TX,1371153280.859591
WY,UT,612394141.8884249
WY,VT,8116991.4949646
WY,VA,17446791.771265984
WY,RoW,1231545761.8444152
WY,WA,226165513.6473899
WY,WV,14295619.146129608
WY,WI,348457078.4342675
